;Title;Date;Time;Score;Number of Comments
952;Former U.S. President George H.W. Bush hospitalized in Houston;4/19/2017;6:51:20;7;3
953;Nearly 20,000 drug convictions dismissed over chemists misconduct;4/19/2017;6:39:55;8;3
954;3 arrested at Auburn as white nationalist Spencer praises whites, calls SEC football sick;4/19/2017;5:54:07;7;28
955;After violating parole, Planet Fitness peeping Tom sent back to prison;4/18/2017;18:15:03;69;14
956;United CEO Oscar Munoz: No one has been fired over passenger incident;4/19/2017;2:12:28;15;14
957;Police investigate possible shooting with multiple people hurt in downtown Fresno, CA;4/18/2017;22:42:06;28;12
958;US military considers shooting down North Korea missile tests, sources say;4/18/2017;18:15:56;64;59
959;Anti-depressant use before, during pregnancy tied to autism risk;4/18/2017;19:07:22;53;13
960;NASA launches a rocket at Cape Canaveral for an International Space Station resupply mission;4/18/2017;19:09:39;49;11
961;WSJ: Fox Prepping To Cut Ties With OReilly;4/19/2017;6:48:02;7;1
962;U.S. aircraft carrier supposedly sent as warning to North Korea sailed in opposite direction;4/18/2017;23:58:40;23;10
963;Oklahoma Sherrifs Deputy Shot and Killed. Manhunt For Shooter Underway.;4/18/2017;23:28:33;24;12
964;When Rising Seas Transform Risk Into Certainty: Along parts of the East Coast, the entire system of insuring coastal property is beginning to break down.;4/18/2017;20:44:20;33;27
965;Massive iceberg on Newfoundlands Southern Shore attracts shutterbugs;4/19/2017;1:51:06;12;2
966;3 arrested at Auburn as white nationalist Spencer praises whites, calls SEC football sick;4/19/2017;5:33:30;4;40
967;Womens Rights Group to Fly Aerial Banner During Bill OReilly Protest;4/18/2017;15:59:02;87;29
968;VA tests partnership with CVS to reduce veterans wait times;4/18/2017;19:08:32;48;16
969;Iowa arsonist returns to crime scene to do interview;4/19/2017;2:44:51;11;1
970;20 Shot, 3 Die in Easter Weekend Shootings in Philadelphia;4/17/2017;16:00:35;18290;3934
971;3 police officers arrested for drunk driving in 1 night;4/17/2017;17:03:58;7491;466
972;SPLC sues neo-Nazi leader who targeted Jewish woman in anti-Semitic harassment campaign;4/19/2017;0:04:08;18;19
973;Dunkin Donuts slaying suspect now on FBIs Most Wanted;4/18/2017;21:44:45;27;5
974;U.S. Supreme Court denies Arkansas request to begin executions;4/18/2017;9:37:14;240;112
975;Spiders knit 30-metre shimmering web in New Zealand field;4/18/2017;22:59:30;19;8
976;Texas teen who survived 3,000-foot fall in sky diving accident wins $760,000 in lawsuit;4/18/2017;0:30:14;1231;506
977;Thwarted attack rattles France days before presidential vote;4/18/2017;17:37:33;50;28
978;Florida state senator calls colleagues racists slurs, refuses to resign;4/19/2017;6:56:55;4;3
979;Man accused of killing neighbors dog with sledgehammer;4/19/2017;3:08:34;7;13
980;U.S. housing starts fall in March, permits rise;4/18/2017;16:40:44;52;14
981;Man Gets 25 Years In 1979 Case Of Missing Boy Etan Patz;4/18/2017;23:25:37;16;1
982;Rimmel mascara advert starring Cara Delevinge banned over use of false eyelashes;4/19/2017;6:23:42;4;1
983;An Oklahoma sheriffs deputy was shot and killed while serving an eviction notice on Tuesday morning, leading law enforcement on an hours-long manhunt for the suspect before he was caught, authorities said.;4/19/2017;1:20:30;9;4
984;NASA to broadcast the worlds first live 360-degree stream of a rocket launch on Tuesday;4/19/2017;0:31:35;9;4
985;US intercepts 2 Russian bombers off Alaskas coast;4/19/2017;1:35:11;9;1
986;Alligator climbs to a second-story Mount Pleasant, SC porch, through a screen door and then refuses to leave;4/18/2017;17:34:28;41;19
987;Americans think its safer to use marijuana than opioids to relieve pain, but they were less comfortable with children and pregnant women using pot to treat medical conditions;4/17/2017;22:33:17;1312;283
988;Indian hacker group leaks data of 1.7 million Snapchat users after CEOs poor country comments: Report;4/17/2017;16:09:31;5017;782
989;Dutch navy seizes 700 kilos of cocain on Carribean;4/18/2017;20:27:18;22;14
990;French police thwart imminent terror attack;4/18/2017;21:20:11;18;2
991;Libya fishermen find 28 dead migrants in boat offshore;4/18/2017;20:12:11;21;11
992;T-Mobile got an amazing deal on its $8 billion spectrum haul;4/19/2017;0:30:55;9;3
993;Northville doctor Dr. Jumana Nagarwala charged with genital mutilation in federal court;4/18/2017;21:16:02;19;19
994;Additional U.S. troops reportedly arrive in Anbar to partake in anti-IS campaign;4/18/2017;21:13:03;15;0
995;Baidu to launch autonomous car technology in July;4/19/2017;6:01:34;2;1
996;Marine who lost leg in Afghanistan runs Boston Marathon with U.S. flag.;4/17/2017;23:54:07;773;160
997;Israeli officials slam NYT for not identifying Barghouti as murderer in Op-Ed;4/18/2017;17:39:52;25;10
998;Teen accused of mentioning ISIS in bomb threat;4/18/2017;19:31:04;21;9
999;In rare fumble, Goldman stuns Wall Street with weak trading;4/18/2017;19:24:31;22;1
1000;Aaron Hernandez Commits Suicide;4/19/2017;14:31:33;17750;4804
1001;1 killed, 2 hurt in shooting in downtown Fresno, California;4/18/2017;23:56:36;14672;4956
1002;Maryland rape survivors no longer need to prove they fought back.;4/19/2017;3:20:35;2937;446
1003;Police: Cleveland Facebook killer kills self in Erie;4/18/2017;19:39:10;35503;7058
1004;Alabama Senate Votes To Allow Concealed Carry Without Permit;4/19/2017;4:44:49;986;1184
1005;United CEO says no one will be fired for dragging incident;4/18/2017;21:13:11;4435;1162
1006;Former U.S. President George H.W. Bush hospitalized in Houston;4/19/2017;6:51:20;608;246
1007;Death of first female US Muslim judge being treated as suspicious by police;4/19/2017;16:32:34;82;26
1008;Wife records chilling audio of husband, Silicon Valley CEO, verbally and physically abusing her;4/19/2017;1:39:04;1149;187
1009;WSJ: Fox Prepping To Cut Ties With OReilly;4/19/2017;6:48:02;413;91
1010;Huge asteroid to give Earth a very close shave on April 19;4/19/2017;14:10:46;96;23
1011;Utah judge under fire for calling convicted rapist a good man - BBC News;4/19/2017;13:17:16;113;17
1012;A 25-year-old Sikh cab driver in the US was assaulted and his turban knocked off by drunk passengers, an incident the police was investigating as a possible hate crime.;4/18/2017;15:38:11;21345;3831
1013;Mom films autistic 10-year-olds arrest at school. Then he spent the night in jail.;4/19/2017;7:35:33;268;153
1014;Unsubsidized wind and solar now the cheapest source for new electric power;4/18/2017;16:56:40;4454;451
1015;FBI: Texas man with extremist views planned mass shooting;4/18/2017;22:37:03;1295;471
1016;Planning commission rejects Nestle permit for pump station;4/19/2017;16:29:03;48;1
1017;Leopards are being wiped out by hunters in one of their strongholds in South Africa;4/19/2017;11:04:02;115;12
1018;Starving Venezuelans Revolt Against Socialist Dictator;4/19/2017;16:38:03;37;39
1019;Leader of Cal-Exit Drops Bid for California to Secede, Instead Moves to Russia;4/18/2017;18:33:01;2124;734
1020;Giraffes must be listed as endangered, conservationists formally tell US. Five environmental groups point to trophy hunting  largely by Americans who travel to Africa  among key threats to animals;4/19/2017;16:47:45;27;8
1021;Supreme Court Scheduled to Hear Important Freedom of Religion Dispute - NBC News;4/19/2017;15:11:21;30;43
1022;Smoke pot in Oregon? Your name now protected from feds;4/18/2017;22:41:53;615;39
1023;Nonprofit Working To Block Drug Imports Has Ties To Pharma Lobby;4/18/2017;16:59:38;1709;106
1024;Protesters in Detroit argued Monday to outlaw circumcision in wake of a criminal case on female genital mutilation.;4/19/2017;1:57:54;285;222
1025;TV viewers have been sending fake news complaints to the FCC;4/19/2017;16:42:12;19;11
1026;4 teens found mutilated in New York park identified;4/18/2017;21:55:05;579;196
1027;Massive drug lab scandal results in 20,000 convictions dropped;4/19/2017;2:03:59;213;18
1028;Child refugees in Europe forced to sell bodies to pay smugglers;4/19/2017;11:08:32;41;10
1029;US intercepts 2 Russian bombers off Alaskas coast;4/18/2017;23:31:40;320;177
1030;Europeans Visa-Free Access to U.S. Needs Review, Kelly Says;4/19/2017;12:49:46;27;16
1031;Richard Simmons hospitalized in California;4/18/2017;21:25:04;456;85
1032;Mystery as beloved polar bear dies suddenly at San Diego SeaWorld;4/19/2017;16:32:11;11;10
1033;Prosecutors Move To Toss Thousands Of Drug Cases Tainted By Criminal Chemist;4/19/2017;6:02:45;75;9
1034;Lawsuit Accuses Alt-Right Leader of Terror Campaign Against a Jewish Woman;4/19/2017;15:48:36;12;0
1035;Parents who posted controversial prank videos involving children say they received death threats - Story;4/19/2017;17:19:30;9;10
1036;Nearly 20,000 drug convictions dismissed over chemists misconduct;4/19/2017;6:39:55;60;6
1037;Ex-Steeler wearing kilt rescues woman, daughter;4/19/2017;15:49:11;12;1
1038;French police find bombs, make arrests over planned presidential election attack;4/19/2017;11:52:55;21;2
1039;Indian firms Zika virus vaccine 100% efficient in animal trials;4/18/2017;19:46:32;336;18
1040;Malaysia Air Is First Airline to Track Fleet With Satellites;4/19/2017;4:08:50;67;34
1041;Federal judge orders Fort Collins to free the nipple  from city regulation;4/19/2017;16:19:56;7;2
1042;Ikea considering opening standalone restaurants;4/19/2017;17:06:22;5;17
1043;Detroit doctor charged with female genital mutilation ordered to jail;4/18/2017;21:39:29;207;87
1044;Police: 8-year-old boy person of interest in toddlers death at daycare;4/18/2017;16:26:34;533;182
1045;F**k off back to India - Irish womans racist abuse caught on camera on Limerick train;4/19/2017;0:19:27;126;76
1046;Harvard Activists Say Theyre So Sorry for Posting Fake Deportation Notices;4/18/2017;16:49:43;492;450
1047;Straw purchaser with 4 felony gun charges will not get jail time;4/18/2017;18:56:00;326;449
1048;Florida state senator calls colleagues racists slurs, refuses to resign;4/19/2017;6:56:55;34;13
1049;Dorrance Hill Hamilton, whose grandfather invented the process used to make Campbells condensed soups and who used her inherited fortune for philanthropy, has died. She was 88.;4/19/2017;2:42:04;76;3
1050;New video shows United passenger was anything but belligerent;4/18/2017;1:52:16;35492;6860
1051;Banned pollutant detected in water running under Marine base on Okinawa;4/18/2017;17:54:45;358;38
1052;Massive explosion leaves Veendam apartment building on edge of collapse;4/19/2017;11:13:57;14;2
1053;Intruder inside Drakes home only raided rappers fridge;4/19/2017;10:26:57;17;13
1054;U.N. Experts Condemn Killing and Torture of Gay Men in Chechnya;4/18/2017;15:41:13;502;146
1055;New Bill OReilly Accuser Says He Called Her Hot Chocolate and Leered;4/19/2017;0:18:32;104;78
1056;Physicists observe negative mass - BBC News;4/19/2017;17:41:46;4;0
1057;West Virginia to become 29th state to legalise marijuana for medical use;4/18/2017;0:19:27;28740;1015
1058;Adidas sorry over you survived Boston Marathon email;4/19/2017;10:10:08;15;22
1059;Cops teased over painted toenails after heroic rescue of pregnant woman;4/19/2017;4:39:44;39;19
1060;How Many Military Families Need Food Assistance? The Pentagon Doesnt Know;4/18/2017;21:21:13;141;150
1061;EPA seeks to derail cleanup of coal power plant pollution;4/19/2017;7:52:50;20;5
1062;White supremacist Richard Spencer promises showdown tonight on Auburn Universitys campus;4/19/2017;0:02:59;80;565
1063;Dutch city allows pro-Hamas event, bans counter protest;4/18/2017;23:52:33;82;23
1064;Prattville High student gets one-year expulsion for water gun incident;4/19/2017;17:46:05;3;2
1065;NYT public editor: Failure to detail Barghoutis crimes discredits us;4/19/2017;16:11:04;4;2
1066;Man playing Judas in Easter play accidentally hangs himself;4/18/2017;21:02:15;134;52
1067;Montana woman and Southern Poverty Law Center sue publisher of neo-Nazi website - he called for troll storm against her;4/19/2017;2:03:50;48;8
1068;Archaeologists make major discovery in Egypts Luxor;4/18/2017;18:58:39;179;46
1069;In Portugal, Drug Use Is Treated As A Medical Issue, Not A Crime;4/18/2017;21:16:47;115;29
1070;Lifes illusions catching up with Japans middle-aged parasite singles;4/19/2017;6:08:23;24;10
1071;South Sudanese refugees take 13 UN staff hostage in the DRC;4/19/2017;0:24:12;60;10
1072;Berkeley police get flak for hands-off approach to protest mayhem;4/18/2017;22:22:34;75;237
1073;U.S. says Iran complies with nuke deal but orders review on lifting sanctions;4/19/2017;15:49:25;4;0
1074;United CEO: Doctor being dragged off plane was watershed moment;4/18/2017;21:08:03;93;35
1075;President George H.W. Bush is back in the hospital, spokesman Jim McGrath has confirmed.;4/19/2017;1:46:52;39;19
1076;Mid-South couple recorded berating restaurant employees in racist rant;4/18/2017;16:34:48;195;73
1077;3 arrested at Auburn as white nationalist Spencer praises whites, calls SEC football sick;4/19/2017;5:33:30;16;76
1078;A water shortage warning has been issued to 8.1 million residents from Orlando to the Florida Keys;4/18/2017;22:38:12;60;15
1079;Wells Fargo exec was fired for not scamming N.J. customers, lawsuit says;4/18/2017;0:20:33;3949;166
1080;Special Report: Police describe kill rewards, staged crime scenes in Dutertes drug war;4/18/2017;17:20:20;152;44
1081;Coachella festivalgoers use Find my iPhone app to locate man with 100 stolen cellphones, police say;4/17/2017;20:07:46;17991;1288
1082;Minnesota Department of Health:9th measles case, all in unvaccinated kids;4/18/2017;3:46:47;1692;393
1083;Man convicted of Key West bomb plot sentenced to life in prison;4/19/2017;7:58:20;9;3
1084;Silicon Valley CEO Pleads No Contest to Abusing His Wifeand Is Offered a Deal for Less Than 30 Days in Jail;4/18/2017;7:46:50;736;184
1085;New poll finds majority of Americans have smoked pot;4/18/2017;4:48:49;1258;414
1086;United CEO Oscar Munoz: No one has been fired over passenger incident;4/19/2017;2:12:28;23;17
1087;Police investigate possible shooting with multiple people hurt in downtown Fresno, CA;4/18/2017;22:42:06;34;14
1088;Anti-depressant use before, during pregnancy tied to autism risk;4/18/2017;19:07:22;70;24
1089;Oklahoma Sherrifs Deputy Shot and Killed. Manhunt For Shooter Underway.;4/18/2017;23:28:33;27;17
1090;Massive iceberg on Newfoundlands Southern Shore attracts shutterbugs;4/19/2017;1:51:06;21;3
1091;After violating parole, Planet Fitness peeping Tom sent back to prison;4/18/2017;18:15:03;80;16
1092;Wells Fargo CEO: Id be OK with my kids calling our ethics line;4/19/2017;17:47:14;1;0
1093;China seriously concerned about nuclear threats;4/19/2017;17:39:12;1;0
1094;US military considers shooting down North Korea missile tests, sources say;4/18/2017;18:15:56;74;71
1095;Ex-Citi FX trading head Anil Prasad readies macro hedge fund: Sources - The Economic Times;4/19/2017;17:22:33;0;0
1096;NASA launches a rocket at Cape Canaveral for an International Space Station resupply mission;4/18/2017;19:09:39;58;11
1097;Starbucks joins unicorn food craze with new drink - BBC News;4/19/2017;17:04:30;0;4
1098;Iowa arsonist returns to crime scene to do interview;4/19/2017;2:44:51;14;1
1099;When Rising Seas Transform Risk Into Certainty: Along parts of the East Coast, the entire system of insuring coastal property is beginning to break down.;4/18/2017;20:44:20;44;29
1100;Sources: Fox News Has Decided Bill OReilly Has to Go;4/19/2017;19:34:02;3256;845
1101;Aaron Hernandez Commits Suicide;4/19/2017;14:31:33;33113;8559
1102;US Army base on lockdown, sixty four soldiers busted in cocaine drug ring;4/19/2017;19:48:06;905;215
1103;Death of first female US Muslim judge being treated as suspicious by police;4/19/2017;16:32:34;1453;257
1104;Lawyers for Alex Joness Ex-Wife Show His Shirtless, Allegedly Drunk InfoWars Videos in Custody Trial;4/19/2017;18:15:29;990;372
1105;Planning commission rejects Nestle permit for pump station;4/19/2017;16:29:03;472;34
1106;TV viewers have been sending fake news complaints to the FCC;4/19/2017;16:42:12;346;124
1107;Police have voiced concern about self-styled paedophile hunters who set up undercover sting operations amid fears they are interfering in their work and potentially entrapping innocent people.;4/19/2017;18:47:01;234;74
1108;Giraffes must be listed as endangered, conservationists formally tell US. Five environmental groups point to trophy hunting  largely by Americans who travel to Africa  among key threats to animals;4/19/2017;16:47:45;314;75
1109;Maryland rape survivors no longer need to prove they fought back.;4/19/2017;3:20:35;3528;630
1110;1 killed, 2 hurt in shooting in downtown Fresno, California;4/18/2017;23:56:36;15134;5351
1111;Lost city found: Etzanoa of the great Wichita Nation;4/19/2017;18:04:23;179;22
1112;Man who spent 23 years in prison for murder being released after advances in DNA testing;4/19/2017;18:21:29;163;52
1113;Huge asteroid to give Earth a very close shave on April 19;4/19/2017;14:10:46;248;104
1114;Physicists observe negative mass - BBC News;4/19/2017;17:41:46;129;40
1115;Exxon Mobil has reportedly applied for a waiver to work in Russia;4/19/2017;22:09:29;55;26
1116;Former U.S. President George H.W. Bush hospitalized in Houston;4/19/2017;6:51:20;897;360
1117;Police: Cleveland Facebook killer kills self in Erie;4/18/2017;19:39:10;35626;7149
1118;Alabama Senate Votes To Allow Concealed Carry Without Permit;4/19/2017;4:44:49;1270;1750
1119;Parents who posted controversial prank videos involving children say they received death threats - Story;4/19/2017;17:19:30;125;68
1120;Hes hired: Belgian lands dream job as hermit for cliffside retreat;4/19/2017;19:25:34;74;9
1121;United CEO says no one will be fired for dragging incident;4/18/2017;21:13:11;4750;1268
1122;Supreme Court Scheduled to Hear Important Freedom of Religion Dispute - NBC News;4/19/2017;15:11:21;133;172
1123;YouTube removes DaddyOFives horrific Invisible Ink Prank video;4/19/2017;20:33:03;45;21
1124;WSJ: Fox Prepping To Cut Ties With OReilly;4/19/2017;6:48:02;590;166
1125;Leopards are being wiped out by hunters in one of their strongholds in South Africa;4/19/2017;11:04:02;256;34
1126;Wife records chilling audio of husband, Silicon Valley CEO, verbally and physically abusing her;4/19/2017;1:39:04;1395;231
1127;Physicists observe negative mass;4/19/2017;19:11:33;54;21
1128;Mom films autistic 10-year-olds arrest at school. Then he spent the night in jail.;4/19/2017;7:35:33;458;337
1129;BMW plots National Park charging stations for road-tripping electric cars;4/19/2017;21:47:48;33;2
1130;Neighbor euthanizes familys dog with sledgehammer;4/19/2017;18:25:09;55;75
1131;Toronto LGBTQ officers call on city to cut annual grant given to Pride parade after exclusion from participating.;4/19/2017;19:44:54;41;40
1132;Ultrasonic clothes dryer halves drying time;4/19/2017;21:26:03;29;8
1133;Officers rue the return of US war on drugs;4/19/2017;21:20:11;25;10
1134;U.S. soda sales drops for 12th straight year: trade publication;4/19/2017;22:50:13;21;17
1135;Patriots Star Rob Gronkowski interrupts Spicers press conference at the White House;4/19/2017;20:54:39;24;28
1136;Mystery as beloved polar bear dies suddenly at San Diego SeaWorld;4/19/2017;16:32:11;57;24
1137;North Korea decides to play volleyball at their nuke test site;4/19/2017;18:24:18;41;22
1138;A 25-year-old Sikh cab driver in the US was assaulted and his turban knocked off by drunk passengers, an incident the police was investigating as a possible hate crime.;4/18/2017;15:38:11;21408;3876
1139;Being hated pays off for Shkreli: Judge shows pity, grants him separate trial;4/19/2017;22:16:44;18;2
1140;Ugandan army calls off search for Joseph Kony, says Lords Resistance Army no longer a threat;4/19/2017;19:48:38;32;7
1141;Unsubsidized wind and solar now the cheapest source for new electric power;4/18/2017;16:56:40;4538;460
1142;FBI: Texas man with extremist views planned mass shooting;4/18/2017;22:37:03;1382;514
1143;Prattville High student gets one-year expulsion for water gun incident;4/19/2017;17:46:05;36;34
1144;Mother killed herself after she was wrongly accused of having sex with an underage boy;4/19/2017;22:24:42;16;5
1145;Ex-Steeler wearing kilt rescues woman, daughter;4/19/2017;15:49:11;51;3
1146;Pfizer subpoenaed in U.S. intravenous saline solution probe;4/19/2017;20:38:03;18;2
1147;Leader of Cal-Exit Drops Bid for California to Secede, Instead Moves to Russia;4/18/2017;18:33:01;2192;787
1148;California campuses would provide abortion pills under new proposal;4/19/2017;22:05:29;12;27
1149;Nebraska beer stores near reservation lose liquor licenses.;4/19/2017;21:40:33;14;4
1150;Ikea considering opening standalone restaurants;4/19/2017;17:06:22;33;40
1151;U.S. regulator knocks its own handling of Wells Fargo sales scandal;4/19/2017;20:39:19;13;2
1152;Dad tried everything to save daughter killed by shark in Western Australia;4/19/2017;19:45:55;15;5
1153;U.S. May Not Be Able to Shoot Down North Korean Missiles, Say Experts;4/19/2017;18:35:35;19;63
1154;North Korea tension: China seriously concerned about nuclear threats - BBC News;4/19/2017;20:53:56;14;3
1155;Wells Fargo CEO: Id be OK with my kids calling our ethics line;4/19/2017;17:47:14;21;3
1156;Federal judge orders Fort Collins to free the nipple  from city regulation;4/19/2017;16:19:56;27;4
1157;With a budget of $155 million, India is set to make the longest poem ever written into its most expensive film ever.;4/19/2017;19:49:30;16;20
1158;Lifes illusions catching up with Japans middle-aged parasite singles;4/19/2017;20:35:12;13;6
1159;Seattle Mayor Ed Murray accused of sexually abusing troubled teen in 1980s;4/19/2017;21:22:49;10;1
1160;Smoke pot in Oregon? Your name now protected from feds;4/18/2017;22:41:53;707;47
1161;Texas teacher bit 4-year-old boy with autism, police say;4/19/2017;20:49:05;11;8
1162;Child refugees in Europe forced to sell bodies to pay smugglers;4/19/2017;11:08:32;68;18
1163;Europeans Visa-Free Access to U.S. Needs Review, Kelly Says;4/19/2017;12:49:46;51;31
1164;Protesters in Detroit argued Monday to outlaw circumcision in wake of a criminal case on female genital mutilation.;4/19/2017;1:57:54;340;311
1165;North Korea Propaganda Video Shows US City Being Destroyed;4/19/2017;19:38:37;13;14
1166;Nonprofit Working To Block Drug Imports Has Ties To Pharma Lobby;4/18/2017;16:59:38;1754;108
1167;Scientists discover new planet that could be most likely place to find aliens ever identified;4/19/2017;21:36:32;9;4
1168;4 teens found mutilated in New York park identified;4/18/2017;21:55:05;628;232
1169;AP Exclusive: Dam managers made missteps in handling crisis;4/19/2017;18:01:47;14;4
1170;French police find bombs, make arrests over planned presidential election attack;4/19/2017;11:52:55;46;8
1171;Europes Coal Power Is Going up in Smoke -- Fast;4/19/2017;22:00:35;7;5
1172;Watch: N. Korea performance shows US in flames;4/19/2017;20:28:51;8;5
1173;Florida man faces felonies over road rage incident;4/19/2017;20:24:43;9;5
1174;Massive drug lab scandal results in 20,000 convictions dropped;4/19/2017;2:03:59;250;20
1175;UN official: Israels occupation is corrosive of human rights and democratic values;4/19/2017;22:50:57;4;9
1176;Louisville judge releases man given beer by arson investigators on day of confession;4/19/2017;22:45:55;5;0
1177;US intercepts 2 Russian bombers off Alaskas coast;4/18/2017;23:31:40;344;195
1178;U.S. says Iran complies with nuke deal but orders review on lifting sanctions;4/19/2017;15:49:25;17;0
1179;Prosecutors Move To Toss Thousands Of Drug Cases Tainted By Criminal Chemist;4/19/2017;6:02:45;102;9
1180;Richard Simmons hospitalized in California;4/18/2017;21:25:04;485;94
1181;Scientists launch global search for 25 lost species;4/19/2017;17:06:26;10;0
1182;NYT public editor: Failure to detail Barghoutis crimes discredits us;4/19/2017;16:11:04;12;3
1183;Nearly 20,000 drug convictions dismissed over chemists misconduct;4/19/2017;6:39:55;73;11
1184;Famine is already killing children in Yemen;4/19/2017;22:10:18;2;1
1185;Hernandezs Agent: No chance it was suicide;4/19/2017;22:04:22;5;23
1186;March and year to date were 2nd warmest on record for world;4/19/2017;19:28:21;6;5
1187;Saxophone playing driver arrested for rehearsing on the highway;4/19/2017;20:00:34;4;2
1188;Iran warns America against bullying other countries and intervening in their internal affairs;4/19/2017;22:45:21;2;6
1189;Florida state senator calls colleagues racists slurs, refuses to resign;4/19/2017;6:56:55;51;14
1190;Physician who sexually battered employees gets no jail time.;4/19/2017;22:20:23;2;2
1191;Malaysia Air Is First Airline to Track Fleet With Satellites;4/19/2017;4:08:50;88;37
1192;Intruder inside Drakes home only raided rappers fridge;4/19/2017;10:26:57;23;14
1193;Earth Day And The March For Science;4/19/2017;22:08:27;3;0
1194;Indian firms Zika virus vaccine 100% efficient in animal trials;4/18/2017;19:46:32;368;18
1195;Russian bombers again fly near Alaska;4/19/2017;21:20:57;3;11
1196;Detroit doctor charged with female genital mutilation ordered to jail;4/18/2017;21:39:29;230;101
1197;F**k off back to India - Irish womans racist abuse caught on camera on Limerick train;4/19/2017;0:19:27;139;96
1198;Dorrance Hill Hamilton, whose grandfather invented the process used to make Campbells condensed soups and who used her inherited fortune for philanthropy, has died. She was 88.;4/19/2017;2:42:04;84;3
1199;Harvard Activists Say Theyre So Sorry for Posting Fake Deportation Notices;4/18/2017;16:49:43;508;460
