provincia;partidoPolitico;sexo;votos
Guayaquil;FUERZA.EC;F;129
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;1883
Guayaquil;MOVIMIENTO FUERZA PROGRESISTA;F;482
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;142
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;106
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;148
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;2636
Guayaquil;6-MADERA DE GUERRERO;M;4119
Guayaquil;UNION ECUATORIANA;M;590
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;142
Guayaquil;UNIDAD POPULAR;M;174
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;234
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;1134
Guayaquil;FUERZA.EC;M;171
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;2456
Guayaquil;MOVIMIENTO FUERZA PROGRESISTA;M;539
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;172
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;102
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;136
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;2103
Guayaquil;UNION ECUATORIANA;F;434
Guayaquil;6-MADERA DE GUERRERO;F;5003
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;56
Guayaquil;JUNTOS POR PLAYAS;F;925
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;1225
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;48
Guayaquil;ALIANZA LIBERTAD ES PUEBLO Y MOVIMIENTO PLAYASENSES AL CAMBIO;F;489
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;5516
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;57
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;20
Guayaquil;FUERZA.EC;F;51
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;42
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;1114
Guayaquil;ALIANZA REVIVE PAIS;F;859
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);F;17
Guayaquil;UNIDAD POPULAR;F;119
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;44
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;61
Guayaquil;UNION ECUATORIANA;M;373
Guayaquil;6-MADERA DE GUERRERO;M;4822
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;76
Guayaquil;JUNTOS POR PLAYAS;M;716
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;1277
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;69
Guayaquil;ALIANZA LIBERTAD ES PUEBLO Y MOVIMIENTO PLAYASENSES AL CAMBIO;M;529
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;5488
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;70
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;34
Guayaquil;FUERZA.EC;M;69
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;57
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;1189
Guayaquil;ALIANZA REVIVE PAIS;M;748
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);M;27
Guayaquil;UNIDAD POPULAR;M;100
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;24
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;28
Guayaquil;6-MADERA DE GUERRERO;F;1083
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;188
Guayaquil;CREO - MST;F;689
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;85
Guayaquil;FUERZA.EC;F;23
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;4
Guayaquil;UNIDAD POPULAR;F;15
Guayaquil;UNION ECUATORIANA;F;8
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;45
Guayaquil;6-MADERA DE GUERRERO;M;1097
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;175
Guayaquil;CREO - MST;M;624
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;97
Guayaquil;FUERZA.EC;M;37
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;22
Guayaquil;UNIDAD POPULAR;M;28
Guayaquil;UNION ECUATORIANA;M;13
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;37
Guayaquil;6-MADERA DE GUERRERO;F;2278
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;934
Guayaquil;CREO - MST;F;1596
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;16
Guayaquil;FUERZA.EC;F;88
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;8
Guayaquil;UNIDAD POPULAR;F;162
Guayaquil;UNION ECUATORIANA;F;21
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;63
Guayaquil;6-MADERA DE GUERRERO;M;2538
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;953
Guayaquil;CREO - MST;M;1417
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;35
Guayaquil;FUERZA.EC;M;69
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;28
Guayaquil;UNIDAD POPULAR;M;132
Guayaquil;UNION ECUATORIANA;M;43
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;76
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;F;193
Guayaquil;6-MADERA DE GUERRERO;F;18141
Guayaquil;CENTRO DEMOCRATICO;F;11788
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;F;325
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;186
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;259
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;10608
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;1929
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;131
Guayaquil;MOVIMIENTO CONCERTACION;F;104
Guayaquil;CREO - FE - MST;F;2530
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;998
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;F;584
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;463
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);F;88
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;119
Guayaquil;UNIDAD POPULAR;F;123
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;154
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;786
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;70
Guayaquil;ALIANZA CREO 21 - MCA 106;F;506
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;M;295
Guayaquil;6-MADERA DE GUERRERO;M;18277
Guayaquil;CENTRO DEMOCRATICO;M;9384
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;M;347
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;251
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;247
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;11894
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;1774
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;173
Guayaquil;MOVIMIENTO CONCERTACION;M;102
Guayaquil;CREO - FE - MST;M;2362
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;707
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;M;596
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;553
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);M;127
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;140
Guayaquil;UNIDAD POPULAR;M;125
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;150
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;859
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;105
Guayaquil;ALIANZA CREO 21 - MCA 106;M;476
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;F;17
Guayaquil;6-MADERA DE GUERRERO;F;3054
Guayaquil;CENTRO DEMOCRATICO;F;4001
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;F;91
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;64
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;123
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;3510
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;356
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;57
Guayaquil;MOVIMIENTO CONCERTACION;F;36
Guayaquil;CREO - FE - MST;F;957
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;197
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;F;176
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;191
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);F;49
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;66
Guayaquil;UNIDAD POPULAR;F;79
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;37
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;187
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;22
Guayaquil;ALIANZA CREO 21 - MCA 106;F;77
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;M;21
Guayaquil;6-MADERA DE GUERRERO;M;2557
Guayaquil;CENTRO DEMOCRATICO;M;2620
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;M;78
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;55
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;129
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;3345
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;252
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;49
Guayaquil;MOVIMIENTO CONCERTACION;M;17
Guayaquil;CREO - FE - MST;M;659
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;117
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;M;144
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;177
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);M;50
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;57
Guayaquil;UNIDAD POPULAR;M;69
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;38
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;158
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;30
Guayaquil;ALIANZA CREO 21 - MCA 106;M;67
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;F;46
Guayaquil;6-MADERA DE GUERRERO;F;3256
Guayaquil;CENTRO DEMOCRATICO;F;1962
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;F;58
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;39
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;23
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;2050
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;364
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;20
Guayaquil;MOVIMIENTO CONCERTACION;F;20
Guayaquil;CREO - FE - MST;F;464
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;315
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;F;146
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;65
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);F;15
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;17
Guayaquil;UNIDAD POPULAR;F;20
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;15
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;77
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;22
Guayaquil;ALIANZA CREO 21 - MCA 106;F;72
Guayaquil;MOVIMIENTO LUIS RODAS TORAL;M;36
Guayaquil;6-MADERA DE GUERRERO;M;2336
Guayaquil;CENTRO DEMOCRATICO;M;1232
Guayaquil;MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI;M;50
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;21
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;31
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;1823
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;256
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;24
Guayaquil;MOVIMIENTO CONCERTACION;M;33
Guayaquil;CREO - FE - MST;M;292
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;177
Guayaquil;MOVIMIENTO POLÍTICO DURÁN PUEDE MÁS;M;116
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;64
Guayaquil;MOVIMIENTO EMERGENTE DE TRANSPARENCIA Y ACCION (META);M;9
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;10
Guayaquil;UNIDAD POPULAR;M;19
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;28
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;75
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;20
Guayaquil;ALIANZA CREO 21 - MCA 106;M;66
Guayaquil;6-MADERA DE GUERRERO;F;4018
Guayaquil;FUERZA.EC;F;937
Guayaquil;UNION ECUATORIANA;F;87
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;238
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;208
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;526
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;53
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;955
Guayaquil;UNIDAD POPULAR;F;730
Guayaquil;6-MADERA DE GUERRERO;M;3775
Guayaquil;FUERZA.EC;M;1044
Guayaquil;UNION ECUATORIANA;M;97
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;284
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;210
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;631
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;50
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;982
Guayaquil;UNIDAD POPULAR;M;762
Guayaquil;6-MADERA DE GUERRERO;F;3759
Guayaquil;FUERZA.EC;F;859
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;2183
Guayaquil;ALIANZA CREO - ADELANTE ECUATORIANO ADELANTE;F;65
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;151
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;415
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;170
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;3219
Guayaquil;MINGA POR SANTA LUCIA;F;983
Guayaquil;UNIDAD POPULAR;F;56
Guayaquil;6-MADERA DE GUERRERO;M;3725
Guayaquil;FUERZA.EC;M;959
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;2243
Guayaquil;ALIANZA CREO - ADELANTE ECUATORIANO ADELANTE;M;69
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;175
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;553
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;202
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;3070
Guayaquil;MINGA POR SANTA LUCIA;M;1142
Guayaquil;UNIDAD POPULAR;M;81
Guayaquil;6-MADERA DE GUERRERO;F;1301
Guayaquil;UNION ECUATORIANA;F;90
Guayaquil;ALIANZA ELECTORAL ALIANZA PAÍS LISTA 35 Y MOVIMIENTO VICTORIA LISTA 67;F;1047
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;27
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;826
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;244
Guayaquil;MOVIMIENTO CONCERTACION;F;15
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;37
Guayaquil;FUERZA.EC;F;22
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;23
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;35
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;158
Guayaquil;UNIDAD POPULAR;F;23
Guayaquil;6-MADERA DE GUERRERO;M;1431
Guayaquil;UNION ECUATORIANA;M;105
Guayaquil;ALIANZA ELECTORAL ALIANZA PAÍS LISTA 35 Y MOVIMIENTO VICTORIA LISTA 67;M;1016
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;41
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;773
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;252
Guayaquil;MOVIMIENTO CONCERTACION;M;21
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;45
Guayaquil;FUERZA.EC;M;41
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;81
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;45
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;236
Guayaquil;UNIDAD POPULAR;M;58
Guayaquil;6-MADERA DE GUERRERO;F;1480
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;512
Guayaquil;CENTRO DEMOCRATICO;F;1307
Guayaquil;FUERZA.EC;F;505
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;261
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;640
Guayaquil;UNIDAD POPULAR;F;702
Guayaquil;UNION ECUATORIANA;F;20
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;6
Guayaquil;MOVIMIENTO PATRIA ALTIVA Y SOBERANA - MOVIMIENTO ECUATORIANO UNIDO;F;146
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;183
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;26
Guayaquil;6-MADERA DE GUERRERO;M;1597
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;455
Guayaquil;CENTRO DEMOCRATICO;M;1171
Guayaquil;FUERZA.EC;M;730
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;215
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;465
Guayaquil;UNIDAD POPULAR;M;718
Guayaquil;UNION ECUATORIANA;M;25
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;25
Guayaquil;MOVIMIENTO PATRIA ALTIVA Y SOBERANA - MOVIMIENTO ECUATORIANO UNIDO;M;140
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;131
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;28
Guayaquil;6-MADERA DE GUERRERO;F;1456
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;38
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;1509
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;284
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;152
Guayaquil;ALIANZA CENTRO DEMOCRATICO - ECUATORIANO UNIDO Y PAIS;F;1397
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;104
Guayaquil;UNIDAD POPULAR;F;1254
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;30
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;530
Guayaquil;MOVIMIENTO AGRARIO DE INTEGRACIÓN SAN MIGUEL, MAIS;F;87
Guayaquil;6-MADERA DE GUERRERO;M;1253
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;47
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;1247
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;329
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;190
Guayaquil;ALIANZA CENTRO DEMOCRATICO - ECUATORIANO UNIDO Y PAIS;M;1450
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;98
Guayaquil;UNIDAD POPULAR;M;1133
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;43
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;513
Guayaquil;MOVIMIENTO AGRARIO DE INTEGRACIÓN SAN MIGUEL, MAIS;M;135
Guayaquil;6-MADERA DE GUERRERO;F;1190
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;186
Guayaquil;CENTRO DEMOCRATICO;F;408
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;F;234
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;33
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;108
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;1826
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;24
Guayaquil;UNIDAD POPULAR;F;68
Guayaquil;6-MADERA DE GUERRERO;M;1296
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;172
Guayaquil;CENTRO DEMOCRATICO;M;457
Guayaquil;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;M;204
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;71
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;144
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;1580
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;21
Guayaquil;UNIDAD POPULAR;M;85
Guayaquil;6-MADERA DE GUERRERO;F;1009
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;83
Guayaquil;MOVIMIENTO POLITICO AMAUTA YUYAY;F;2684
Guayaquil;FUERZA.EC;F;100
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;19
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;134
Guayaquil;6-MADERA DE GUERRERO;M;874
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;111
Guayaquil;MOVIMIENTO POLITICO AMAUTA YUYAY;M;2879
Guayaquil;FUERZA.EC;M;107
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;28
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;126
Quito;MOVIMIENTO ACCION DEMOCRATICA ECUATORIANA, ADE;F;422
Quito;CENTRO DEMOCRATICO;F;90
Quito;UNION ECUATORIANA;F;5743
Quito;MOVIMIENTO REGENERACIÓN DEMOCRÁTRICA, REDE;F;5004
Quito;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;296
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;F;881
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;F;1627
Quito;MOVIMIENTO NACIONAL PODEMOS;F;1022
Quito;MOVIMIENTO CONCERTACION;F;4032
Quito;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;126
Quito;MOVIMIENTO TODOS;F;171
Quito;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;125
Quito;MOVIMIENTO F. COMPROMISO SOCIAL;F;5526
Quito;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;180
Quito;PARTIDO SOCIAL CRISTIANO;F;1019
Quito;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;100
Quito;PARTIDO POLÍTICO AVANZA;F;718
Quito;FUERZA.EC;F;72
Quito;MOVIMIENTO ACCION DEMOCRATICA ECUATORIANA, ADE;M;412
Quito;CENTRO DEMOCRATICO;M;110
Quito;UNION ECUATORIANA;M;7379
Quito;MOVIMIENTO REGENERACIÓN DEMOCRÁTRICA, REDE;M;4781
Quito;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;322
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;M;419
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;M;1593
Quito;MOVIMIENTO NACIONAL PODEMOS;M;1078
Quito;MOVIMIENTO CONCERTACION;M;4028
Quito;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;160
Quito;MOVIMIENTO TODOS;M;216
Quito;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;336
Quito;MOVIMIENTO F. COMPROMISO SOCIAL;M;5559
Quito;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;247
Quito;PARTIDO SOCIAL CRISTIANO;M;764
Quito;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;111
Quito;PARTIDO POLÍTICO AVANZA;M;368
Quito;FUERZA.EC;M;119
Quito;MOVIMIENTO ACCION DEMOCRATICA ECUATORIANA, ADE;F;619
Quito;CENTRO DEMOCRATICO;F;81
Quito;UNION ECUATORIANA;F;4962
Quito;MOVIMIENTO REGENERACIÓN DEMOCRÁTRICA, REDE;F;5074
Quito;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;373
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;F;689
Quito;ALIANZA ECUATORIANO UNIDO-PARTIDO SOCIALISTA;F;2662
Quito;MOVIMIENTO NACIONAL PODEMOS;F;1400
Quito;MOVIMIENTO CONCERTACION;F;5185
Quito;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;89
Quito;MOVIMIENTO TODOS;F;211
Quito;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;127
Quito;MOVIMIENTO F. COMPROMISO SOCIAL;F;5078
